sensorid;Column5;djup[mˆh];placering;typ;filtrerad
A81758FFFE046F4D;2021-10-16 02:15;23.305;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 02:30;23.305;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 02:45;23.303;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 03:00;23.298;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 03:15;23.294;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 03:30;23.293;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 03:45;23.293;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 04:00;23.293;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 04:15;23.298;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 04:30;23.291;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 04:45;23.277;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 05:00;23.275;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 05:15;23.27;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 05:30;23.268;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 05:45;23.263;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 06:00;23.255;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 06:15;23.255;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 06:30;23.253;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 06:45;23.251;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 07:00;23.247;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 07:15;23.241;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 07:30;23.241;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 07:45;23.233;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 08:00;23.231;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 08:15;23.226;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 08:30;23.228;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 08:45;23.221;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 09:00;23.222;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 09:15;23.216;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 09:30;23.215;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 09:45;23.214;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 10:00;23.211;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 10:15;23.207;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 10:30;23.21;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 10:45;23.204;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 11:00;23.207;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 11:15;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 11:30;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 11:45;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 12:00;23.199;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 12:15;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 12:30;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 12:45;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 13:00;23.198;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 13:15;23.197;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 13:30;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 13:45;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 14:00;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 14:15;23.193;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 14:30;23.192;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 14:45;23.197;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 15:00;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 15:15;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 15:30;23.193;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 15:45;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 16:00;23.197;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 16:15;23.193;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 16:30;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 16:45;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 17:00;23.192;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 17:15;23.193;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 17:30;23.189;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 17:45;23.189;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 18:00;23.189;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 18:15;23.184;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 18:30;23.185;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 18:45;23.184;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 19:00;23.181;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 19:15;23.185;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 19:30;23.178;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 19:45;23.181;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 20:00;23.182;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 20:15;23.171;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 20:30;23.166;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 20:45;23.173;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 21:00;23.171;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 21:15;23.173;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 21:30;23.169;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 21:45;23.172;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 22:00;23.174;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 22:15;23.167;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 22:30;23.17;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 22:45;23.155;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 23:00;23.155;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 23:15;23.159;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 23:30;23.17;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-16 23:45;23.165;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 00:00;23.173;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 00:15;23.162;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 00:30;23.151;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 00:45;23.154;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 01:00;23.156;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 01:15;23.162;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 01:30;23.157;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 01:45;23.153;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 02:00;23.159;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 02:15;23.163;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 02:30;23.162;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 02:45;23.16;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 03:00;23.156;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 03:15;23.167;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 03:30;23.156;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 03:45;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 04:00;23.156;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 04:15;23.162;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 04:30;23.153;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 04:45;23.155;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 05:00;23.157;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 05:15;23.16;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 05:30;23.145;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 05:45;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 06:00;23.151;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 06:15;23.156;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 06:30;23.153;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 06:45;23.157;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 07:00;23.147;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 07:15;23.157;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 07:30;23.151;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 07:45;23.149;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 08:00;23.154;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 08:15;23.152;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 08:30;23.149;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 08:45;23.154;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 09:00;23.152;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 09:15;23.149;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 09:30;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 09:45;23.159;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 10:00;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 10:15;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 10:30;23.145;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 10:45;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 11:00;23.146;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 11:15;23.149;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 11:30;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 11:45;23.144;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 12:00;23.151;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 12:15;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 12:30;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 12:45;23.146;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 13:00;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 13:15;23.155;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 13:30;23.145;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 13:45;23.146;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 14:00;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 14:15;23.146;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 14:30;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 14:45;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 15:00;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 15:15;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 15:30;23.136;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 15:45;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 16:00;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 16:15;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 16:30;23.151;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 16:45;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 17:00;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 17:15;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 17:30;23.144;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 17:45;23.138;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 18:00;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 18:15;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 18:30;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 18:45;23.147;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 19:00;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 19:15;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 19:30;23.144;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 19:45;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 20:00;23.15;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 20:15;23.145;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 20:30;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 20:45;23.148;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 21:00;23.138;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 21:15;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 21:30;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 21:45;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 22:00;23.143;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 22:15;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 22:30;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 22:45;23.138;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 23:00;23.137;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 23:15;23.143;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 23:30;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-17 23:45;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 00:00;23.138;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 00:15;23.137;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 00:30;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 00:45;23.142;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 01:00;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 01:15;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 01:30;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 01:45;23.136;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 02:00;23.143;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 02:15;23.137;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 02:30;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 02:45;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 03:00;23.141;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 03:15;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 03:30;23.14;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 03:45;23.136;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 04:00;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 04:15;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 04:30;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 04:45;23.132;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 05:00;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 05:15;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 05:30;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 05:45;23.137;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 06:00;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 06:15;23.133;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 06:30;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 06:45;23.133;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 07:00;23.136;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 07:15;23.135;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 07:30;23.137;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 07:45;23.139;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 08:00;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 08:15;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 08:30;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 08:45;23.133;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 09:00;23.133;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 09:15;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 09:30;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 09:45;23.132;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 10:00;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 10:15;23.132;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 10:30;23.133;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 10:45;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 11:00;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 11:15;23.134;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 11:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 11:45;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 12:00;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 12:15;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 12:30;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 12:45;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 13:00;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 13:15;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 13:30;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 13:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 14:00;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 14:15;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 14:30;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 14:45;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 15:00;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 15:15;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 15:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 15:45;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 16:00;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 16:15;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 16:30;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 16:45;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 17:00;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 17:15;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 17:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 17:45;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 18:00;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 18:15;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 18:30;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 18:45;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 19:00;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 19:15;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 19:30;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 19:45;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 20:00;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 20:15;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 20:30;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 20:45;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE046F4D;2021-10-18 21:00;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
